Vehicle_ID,Station_ID,Vehicle_Type,Battery_Capacity_kWh,Manufacturer,Model_Name,Registration_Year,Owner_Type
58246,10695,Electric Bike,80.1,Maruti Suzuki,eVX,2023,Delivery Service
58247,18762,Minivan,47.3,MG,Comet EV,2023,Delivery Service
58248,20197,Three-Wheeler,88.5,Mercedes-Benz,EQE,2019,Government
58249,19054,Electric Bike,39.1,Mahindra,BE.05,2019,Government
58250,22796,Convertible,61.5,BMW,iX,2018,Corporate
58251,12613,SUV,43.3,Hyundai,Ioniq 5,2020,Taxi Operator
58252,25221,Luxury Sedan,37,Nissan,Leaf,2021,Rental Agency
58253,25666,Pickup,80.4,Kia,Soul EV,2023,Municipal Utility
58254,20073,Minivan,80.1,Mahindra,BE.05,2023,Delivery Service
58255,27634,Luxury Sedan,97.2,Nissan,Ariya,2023,Fleet
58256,26414,SUV,95.6,Ford,F-150 Lightning,2023,Fleet
58257,11060,Convertible,81.3,MG,Comet EV,2019,Ride-Sharing Partner
58258,11634,Truck,83.1,Renault,ZOE,2022,Rental Agency
58259,10777,Convertible,49.7,Skoda,Enyaq iV,2020,Delivery Service
58260,16211,Crossover,65.1,MG,Comet EV,2024,Educational Institution
58261,18355,Convertible,95.3,Mahindra,eVerito,2025,Municipal Utility
58262,10967,Pickup,63,Kia,Soul EV,2023,Fleet
58263,10571,Electric Bike,48.3,Tata,Nexon EV,2021,Ride-Sharing Partner
58264,17446,Truck,99.4,Jeep,Avenger EV,2021,Municipal Utility
58265,21080,Convertible,71.7,Maruti Suzuki,Futuro-e,2023,Educational Institution
58266,28146,SUV,48.1,Citroën,ë-C3,2023,Rental Agency
58267,28397,Luxury Sedan,52.7,BYD,e6,2021,Delivery Service
58268,23937,Truck,98.7,BMW,iX,2023,Taxi Operator
58269,13626,Electric Scooter,33.7,Volkswagen,ID.3,2018,Ride-Sharing Partner
58270,20772,SUV,56.5,BMW,iX,2023,Fleet
58271,10842,Truck,47.3,Volvo,XC40 Recharge,2020,Educational Institution
58272,25015,Pickup,92,Volvo,XC40 Recharge,2018,Ride-Sharing Partner
58273,24135,Convertible,66.8,Ford,F-150 Lightning,2021,Corporate
58274,23178,Truck,97.1,Audi,Q4 e-tron,2018,Taxi Operator
58275,23001,SUV,85.7,Tesla,Model Y,2018,Ride-Sharing Partner
58276,27899,Hatchback,67,Mercedes-Benz,EQB,2019,Municipal Utility
58277,26260,Coupe,52.5,Volvo,XC40 Recharge,2020,Individual
58278,15363,Hatchback,87.1,Tesla,Model S,2023,Fleet
58279,17834,Hatchback,90.6,BMW,iX,2025,Government
58280,14697,Sedan,62.5,Maruti Suzuki,eVX,2019,Fleet
58281,21517,Sedan,51.5,Volvo,C40 Recharge,2024,Corporate
58282,22453,Three-Wheeler,89.3,Nissan,Leaf,2023,Government
58283,26355,SUV,65.7,Volvo,C40 Recharge,2019,Corporate
58284,21634,Van,30.6,Tata,Nexon EV,2023,Individual
58285,10907,Three-Wheeler,72.5,Audi,Q8 e-tron,2022,Educational Institution
58286,20216,Electric Scooter,57,Audi,Q4 e-tron,2018,Individual
58287,17762,Van,62.2,Ford,Mustang Mach-E,2018,Rental Agency
58288,20032,Crossover,71.9,Skoda,Enyaq iV,2019,Taxi Operator
58289,17780,Three-Wheeler,56.1,Ford,Mustang Mach-E,2022,Individual
58290,25503,Truck,30.8,Tesla,Model Y,2019,Ride-Sharing Partner
58291,15564,Compact SUV,97.4,Ford,Mustang Mach-E,2022,Delivery Service
58292,13237,Coupe,51.3,Hyundai,Ioniq 5,2020,Rental Agency
58293,10985,Truck,49.3,Jeep,Avenger EV,2022,Municipal Utility
58294,22602,Minivan,87.1,Kia,Soul EV,2023,Fleet
58295,19857,Crossover,84.8,Volkswagen,ID.3,2021,Fleet
58296,18755,Coupe,96.7,Tesla,Model Y,2025,Individual
58297,20228,Van,75.9,BMW,iX,2025,Municipal Utility
58298,27514,Convertible,44.8,Tata,Tigor EV,2025,Educational Institution
58299,12596,Truck,99.2,Honda,Prologue,2022,Taxi Operator
58300,13819,Van,46.9,BYD,e6,2018,Corporate
58301,22335,Minivan,68.7,Mahindra,XUV400,2020,Ride-Sharing Partner
58302,17127,Crossover,30.7,Maruti Suzuki,Futuro-e,2024,Rental Agency
58303,17288,Pickup,59.7,Honda,Prologue,2020,Rental Agency
58304,21220,Truck,75.3,Volvo,C40 Recharge,2021,Educational Institution
58305,19387,Compact SUV,34,Mahindra,BE.05,2019,Municipal Utility
58306,17755,Convertible,36.6,Mercedes-Benz,EQB,2019,Corporate
58307,22703,Compact SUV,43.4,MG,ZS EV,2024,Government
58308,19481,Coupe,45.8,Maruti Suzuki,Futuro-e,2023,Educational Institution
58309,19007,Electric Bike,49.6,MG,ZS EV,2022,Delivery Service
58310,20408,Hatchback,93.3,Jeep,Avenger EV,2024,Individual
58311,14946,Three-Wheeler,32.9,Volvo,XC40 Recharge,2020,Municipal Utility
58312,25015,Convertible,59.1,Hyundai,Kona Electric,2019,Delivery Service
58313,26038,Van,32.9,Maruti Suzuki,eVX,2024,Corporate
58314,14285,Electric Bike,65.6,Volvo,XC40 Recharge,2021,Individual
58315,25879,Pickup,90.2,BMW,i4,2019,Educational Institution
58316,24024,Coupe,43.2,Kia,EV6,2024,Government
58317,12849,Minivan,76.3,Honda,Prologue,2021,Fleet
58318,10314,Hatchback,63.1,MG,Comet EV,2024,Educational Institution
58319,27143,Electric Scooter,49.1,Mahindra,eVerito,2019,Ride-Sharing Partner
58320,18689,Compact SUV,99.1,Tesla,Model S,2025,Rental Agency
58321,14897,Truck,65.3,Citroën,ë-C3,2020,Ride-Sharing Partner
58322,27682,SUV,54.8,Citroën,ë-C3,2022,Educational Institution
58323,17263,Luxury Sedan,76.3,MG,ZS EV,2018,Taxi Operator
58324,24036,SUV,36.4,Volvo,C40 Recharge,2018,Rental Agency
58325,10631,Pickup,95.7,Ford,Mustang Mach-E,2022,Municipal Utility
58326,19360,Convertible,76.6,Audi,Q8 e-tron,2019,Individual
58327,10853,Coupe,61.7,MG,Comet EV,2022,Individual
58328,22709,Electric Scooter,55.6,Citroën,ë-C3,2021,Government
58329,26830,Electric Scooter,39.3,Hyundai,Ioniq 5,2019,Delivery Service
58330,20530,Three-Wheeler,35.8,Volvo,XC40 Recharge,2019,Rental Agency
58331,28175,Truck,46.7,BYD,Seal,2022,Delivery Service
58332,13871,Compact SUV,87.5,Honda,Prologue,2025,Fleet
58333,24065,Three-Wheeler,71.1,BYD,e6,2018,Delivery Service
58334,20124,Convertible,42.7,Mahindra,BE.05,2019,Fleet
58335,20413,Convertible,79.6,Citroën,ë-C3,2023,Ride-Sharing Partner
58336,28398,Minivan,75.7,Nissan,Ariya,2020,Rental Agency
58337,22668,Convertible,91.8,Volkswagen,ID.3,2022,Municipal Utility
58338,19777,Truck,49.3,Citroën,ë-C3,2018,Taxi Operator
58339,24465,Minivan,66.9,Maruti Suzuki,eVX,2023,Municipal Utility
58340,25823,Minivan,52.7,BYD,Seal,2022,Government
58341,14770,Compact SUV,38.6,Ford,F-150 Lightning,2025,Ride-Sharing Partner
58342,15010,Electric Scooter,83.1,Skoda,Enyaq iV,2025,Government
58343,29556,Electric Bike,33.3,MG,Comet EV,2020,Government
58344,18421,Three-Wheeler,38,Nissan,Leaf,2018,Ride-Sharing Partner
58345,26431,Crossover,72.4,Mahindra,eVerito,2019,Educational Institution
58346,29900,Van,58.9,Citroën,ë-C3,2019,Delivery Service
58347,21390,Luxury Sedan,80.2,Mercedes-Benz,EQE,2025,Corporate
58348,28797,Truck,62.9,Audi,Q8 e-tron,2020,Rental Agency
58349,12016,Truck,56,Skoda,Enyaq iV,2020,Corporate
58350,25106,Convertible,60.2,Nissan,Ariya,2018,Municipal Utility
58351,27935,Truck,57.4,Audi,e-tron,2018,Educational Institution
58352,28603,Sedan,50.9,Volvo,C40 Recharge,2021,Corporate
58353,25394,Coupe,44.8,Skoda,Enyaq iV,2020,Fleet
58354,29486,Pickup,66.1,Volkswagen,ID.4,2018,Government
58355,14869,Truck,87.3,Hyundai,Kona Electric,2023,Individual
58356,13317,Coupe,64.6,BMW,i7,2022,Educational Institution
58357,27543,Crossover,30.8,Ford,F-150 Lightning,2022,Fleet
58358,24908,Compact SUV,65,Renault,ZOE,2019,Taxi Operator
58359,12629,SUV,79.5,Mercedes-Benz,EQS,2023,Government
58360,12446,Crossover,90.9,Skoda,Enyaq iV,2021,Educational Institution
58361,23475,Electric Bike,36.3,Ford,F-150 Lightning,2020,Educational Institution
58362,13320,Convertible,92.1,Volvo,XC40 Recharge,2024,Municipal Utility
58363,17311,Compact SUV,50.3,Mercedes-Benz,EQE,2025,Individual
58364,13999,Hatchback,63.7,BMW,iX,2025,Corporate
58365,25481,Luxury Sedan,98.7,Mercedes-Benz,EQB,2018,Fleet
58366,13728,Coupe,30.3,Honda,Prologue,2023,Taxi Operator
58367,24250,Three-Wheeler,67.4,Honda,Prologue,2019,Government
58368,12676,Hatchback,91.2,Skoda,Enyaq iV,2022,Municipal Utility
58369,15966,Three-Wheeler,71.8,Mercedes-Benz,EQE,2023,Municipal Utility
58370,20108,SUV,82.9,Audi,Q8 e-tron,2023,Individual
58371,20187,Minivan,67.2,Volkswagen,ID.3,2024,Taxi Operator
58372,26137,Electric Scooter,61.3,Nissan,Leaf,2024,Individual
58373,12458,Electric Scooter,72.4,Skoda,Enyaq iV,2019,Delivery Service
58374,21094,Electric Scooter,94.4,BYD,e6,2022,Ride-Sharing Partner
58375,21956,Hatchback,45.1,Jeep,Avenger EV,2024,Rental Agency
58376,10867,Crossover,69.2,Nissan,Leaf,2018,Municipal Utility
58377,14858,Minivan,99.2,Nissan,Leaf,2025,Individual
58378,27339,Compact SUV,78.5,MG,Comet EV,2023,Rental Agency
58379,24943,Truck,38,Jeep,Avenger EV,2020,Delivery Service
58380,20337,Van,46.6,Volkswagen,ID.4,2019,Taxi Operator
58381,16217,Coupe,92.6,Jeep,Avenger EV,2021,Municipal Utility
58382,15331,Three-Wheeler,42.9,Ford,Mustang Mach-E,2023,Taxi Operator
58383,25432,Hatchback,81.3,BMW,iX,2022,Corporate
58384,28863,Crossover,73.3,Tata,Punch EV,2023,Educational Institution
58385,12095,Truck,48.4,BYD,Seal,2018,Taxi Operator
58386,27203,Luxury Sedan,57.3,Tesla,Model S,2020,Rental Agency
58387,19157,Van,52.9,Tata,Punch EV,2025,Rental Agency
58388,20572,Sedan,46.4,Mahindra,XUV400,2019,Fleet
58389,11652,Van,42.8,Mercedes-Benz,EQE,2025,Individual
58390,15210,Electric Scooter,65.1,Volvo,C40 Recharge,2019,Government
58391,19614,Van,78.6,Tata,Tigor EV,2024,Ride-Sharing Partner
58392,21542,Coupe,90.7,Maruti Suzuki,Futuro-e,2021,Fleet
58393,29807,Minivan,95.5,Kia,EV6,2022,Ride-Sharing Partner
58394,12512,Hatchback,63.7,Tata,Punch EV,2023,Delivery Service
58395,12403,Hatchback,39.1,Jeep,Avenger EV,2021,Rental Agency
58396,23096,Luxury Sedan,63.9,Nissan,Ariya,2018,Municipal Utility
58397,28501,Minivan,40.4,Ford,Mustang Mach-E,2018,Municipal Utility
58398,12031,Truck,89.4,Hyundai,Kona Electric,2022,Government
58399,16160,Electric Scooter,98,Renault,K-ZE,2025,Rental Agency
58400,21068,Sedan,87.8,BYD,Atto 3,2019,Individual
58401,16526,SUV,90.1,Ford,Mustang Mach-E,2020,Delivery Service
58402,14351,Hatchback,60,Volvo,C40 Recharge,2024,Delivery Service
58403,20711,Three-Wheeler,78.7,Renault,ZOE,2019,Educational Institution
58404,20572,Coupe,97.6,Jeep,Avenger EV,2020,Delivery Service
58405,13523,Compact SUV,35.8,Volvo,C40 Recharge,2018,Individual
58406,10180,Hatchback,89.7,Ford,Mustang Mach-E,2023,Rental Agency
58407,13206,Electric Bike,48.9,MG,ZS EV,2021,Fleet
58408,11583,Crossover,79.3,Volvo,XC40 Recharge,2018,Ride-Sharing Partner
58409,21096,Truck,94.6,Kia,EV6,2024,Taxi Operator
58410,29192,Luxury Sedan,98.4,Skoda,Enyaq iV,2022,Municipal Utility
58411,11782,Three-Wheeler,93.5,BMW,i4,2020,Fleet
58412,13324,Electric Scooter,64,BYD,Atto 3,2025,Rental Agency
58413,22868,Three-Wheeler,57.2,Volkswagen,ID.4,2018,Municipal Utility
58414,14533,SUV,57.9,Jeep,Avenger EV,2019,Ride-Sharing Partner
58415,13594,Luxury Sedan,39.4,Mercedes-Benz,EQE,2020,Educational Institution
58416,24008,Coupe,61.5,Mercedes-Benz,EQE,2020,Educational Institution
58417,27107,Hatchback,64,Volkswagen,ID.3,2022,Corporate
58418,28262,Truck,71.5,Hyundai,Kona Electric,2021,Individual
58419,18611,Van,81.6,MG,Comet EV,2019,Educational Institution
58420,21998,Coupe,68.4,Maruti Suzuki,eVX,2024,Fleet
58421,23761,Hatchback,84,Hyundai,Ioniq 5,2018,Municipal Utility
58422,14932,Electric Scooter,61.3,Tesla,Model 3,2018,Ride-Sharing Partner
58423,23386,Electric Scooter,72.4,Maruti Suzuki,Futuro-e,2023,Fleet
58424,24239,Three-Wheeler,92.5,Volkswagen,ID.3,2018,Government
58425,11819,Hatchback,73.3,Volvo,XC40 Recharge,2023,Fleet
58426,28088,Sedan,76.2,Nissan,Leaf,2021,Municipal Utility
58427,10368,Minivan,41.5,Skoda,Enyaq iV,2024,Delivery Service
58428,27288,Compact SUV,84.5,Tesla,Model Y,2025,Ride-Sharing Partner
58429,28053,Coupe,66.3,Nissan,Ariya,2020,Taxi Operator
58430,13863,Crossover,68.4,Jeep,Avenger EV,2021,Individual
58431,20582,Electric Scooter,70.3,Honda,Prologue,2019,Educational Institution
58432,18788,Sedan,66.7,BMW,i4,2021,Government
58433,15953,Coupe,31.8,BYD,Atto 3,2021,Educational Institution
58434,29111,Minivan,60.7,MG,ZS EV,2019,Corporate
58435,22763,Electric Bike,49.9,Mercedes-Benz,EQS,2025,Municipal Utility
58436,16566,Convertible,32.3,Hyundai,Kona Electric,2020,Taxi Operator
58437,20767,Coupe,41.7,Volvo,XC40 Recharge,2024,Corporate
58438,19861,Van,78.9,Citroën,ë-C3,2020,Delivery Service
58439,27820,Truck,57.1,Honda,e,2023,Rental Agency
58440,18007,Pickup,71,Ford,F-150 Lightning,2020,Educational Institution
58441,12616,Truck,94.5,Nissan,Ariya,2023,Rental Agency
58442,20810,Coupe,35.4,Citroën,ë-C3,2020,Fleet
58443,10908,Coupe,38.5,Nissan,Leaf,2024,Delivery Service
58444,16798,Compact SUV,66.7,Kia,EV6,2024,Educational Institution
58445,25964,Sedan,30.3,Maruti Suzuki,Futuro-e,2021,Government
58446,10420,Crossover,44.4,Tata,Nexon EV,2025,Municipal Utility
58447,25974,Luxury Sedan,60,Renault,ZOE,2025,Fleet
58448,23884,Van,59.9,BMW,i4,2023,Municipal Utility
58449,18792,Luxury Sedan,69.3,Tata,Tigor EV,2023,Municipal Utility
58450,13289,SUV,54.2,Honda,e,2024,Rental Agency
58451,26581,Minivan,40.1,Citroën,ë-C3,2019,Ride-Sharing Partner
58452,19118,Sedan,67,BMW,iX,2025,Educational Institution
58453,15080,Coupe,73.4,Renault,K-ZE,2025,Government
58454,13276,SUV,43.5,BMW,i4,2021,Corporate
58455,10307,SUV,96.5,Volkswagen,ID.3,2020,Educational Institution
58456,27593,Crossover,82.1,Volvo,C40 Recharge,2019,Corporate
58457,10925,Electric Bike,66.8,MG,ZS EV,2019,Delivery Service
58458,21042,SUV,58.4,Skoda,Enyaq iV,2019,Rental Agency
58459,26146,Pickup,30.6,Tata,Tigor EV,2019,Taxi Operator
58460,13429,Three-Wheeler,83.8,Honda,e,2019,Educational Institution
58461,24779,Compact SUV,44.2,Renault,K-ZE,2021,Fleet
58462,19479,Electric Scooter,34.7,Hyundai,Ioniq 5,2023,Fleet
58463,16723,Van,54.9,Maruti Suzuki,Futuro-e,2021,Fleet
58464,13537,Minivan,50.8,Volvo,C40 Recharge,2018,Rental Agency
58465,14912,Electric Scooter,69.1,BYD,e6,2020,Government
58466,17012,Crossover,67.8,Citroën,ë-C3,2022,Fleet
58467,20337,Sedan,67.6,BYD,e6,2024,Corporate
58468,21099,Pickup,82.2,Mercedes-Benz,EQS,2022,Rental Agency
58469,15415,Coupe,38.2,Renault,ZOE,2018,Government
58470,17220,Van,63.7,Volkswagen,ID.3,2023,Individual
58471,10950,SUV,57.8,Honda,Prologue,2024,Fleet
58472,16665,Minivan,31,Ford,F-150 Lightning,2021,Delivery Service
58473,20671,Convertible,38.3,Nissan,Ariya,2020,Government
58474,27042,Pickup,91.9,Tesla,Model Y,2018,Individual
58475,15961,Electric Bike,99.6,Ford,F-150 Lightning,2025,Delivery Service
58476,23927,Pickup,73.6,Audi,e-tron,2021,Government
58477,24658,Electric Bike,79.4,Skoda,Enyaq iV,2018,Rental Agency
58478,22508,SUV,55.2,Hyundai,Ioniq 5,2025,Delivery Service
58479,23786,Hatchback,47.4,MG,Comet EV,2022,Individual
58480,17154,Pickup,74.6,Maruti Suzuki,Futuro-e,2019,Municipal Utility
58481,25575,Three-Wheeler,71.6,Nissan,Ariya,2018,Corporate
58482,23837,Truck,84.1,Audi,Q8 e-tron,2024,Ride-Sharing Partner
58483,10913,Pickup,66.3,Mahindra,BE.05,2024,Taxi Operator
58484,23569,SUV,82.5,Volkswagen,ID.3,2022,Municipal Utility
58485,19742,Truck,45.1,BYD,Seal,2018,Individual
58486,18350,Electric Bike,49.7,Jeep,Avenger EV,2021,Corporate
58487,11790,Hatchback,60,Volkswagen,ID.4,2020,Ride-Sharing Partner
58488,27675,Electric Bike,80.5,Ford,Mustang Mach-E,2023,Educational Institution
58489,29046,Electric Bike,52.5,Nissan,Leaf,2020,Ride-Sharing Partner
58490,29587,Crossover,46.2,Mercedes-Benz,EQE,2025,Delivery Service
58491,16473,Minivan,51.4,Kia,EV6,2023,Fleet
58492,29452,SUV,55.6,Volvo,C40 Recharge,2022,Educational Institution
58493,25865,Pickup,68.8,BMW,i4,2022,Educational Institution
58494,29003,Coupe,74,Citroën,ë-C3,2024,Ride-Sharing Partner
58495,21775,Coupe,80,Ford,Mustang Mach-E,2025,Rental Agency
58496,28554,Luxury Sedan,70.8,Tesla,Model S,2022,Fleet
58497,16774,Van,89.3,Hyundai,Ioniq 5,2021,Fleet
58498,23870,Electric Scooter,38.9,Volvo,C40 Recharge,2019,Taxi Operator
58499,11698,Convertible,52.9,BYD,Atto 3,2021,Corporate
58500,22288,Convertible,86.6,Jeep,Avenger EV,2020,Corporate
58501,14531,SUV,42.1,Renault,ZOE,2019,Taxi Operator
58502,18074,Pickup,32.7,Mercedes-Benz,EQS,2022,Municipal Utility
58503,17553,Hatchback,90,Renault,K-ZE,2019,Corporate
58504,21348,Electric Bike,41.1,BYD,Atto 3,2021,Individual
58505,24831,SUV,80.7,Kia,EV6,2018,Fleet
58506,24530,Convertible,54.4,Tata,Tigor EV,2021,Educational Institution
58507,28568,Three-Wheeler,44.4,Kia,Soul EV,2025,Government
58508,14029,Truck,51.9,Audi,e-tron,2020,Individual
58509,18704,Luxury Sedan,87.6,Renault,K-ZE,2018,Taxi Operator
58510,26627,Compact SUV,35.8,Citroën,ë-C3,2022,Taxi Operator
58511,13431,Convertible,48.8,Audi,Q4 e-tron,2019,Educational Institution
58512,26798,Minivan,34.6,Mercedes-Benz,EQB,2018,Municipal Utility
58513,21775,Luxury Sedan,70.4,Volvo,XC40 Recharge,2019,Individual
58514,10375,SUV,55.5,Honda,e,2025,Ride-Sharing Partner
58515,29202,Crossover,94,Kia,Soul EV,2018,Educational Institution
58516,20560,Pickup,40.4,Tata,Tigor EV,2025,Corporate
58517,29671,Hatchback,95.2,Tata,Tigor EV,2018,Delivery Service
58518,22274,Compact SUV,57.6,Citroën,ë-C3,2025,Rental Agency
58519,20999,Electric Bike,56.4,Renault,K-ZE,2022,Individual
58520,21266,Sedan,54.3,Mahindra,BE.05,2021,Rental Agency
58521,17525,Compact SUV,40.6,Tata,Punch EV,2023,Government
58522,15889,Minivan,82.4,MG,Comet EV,2021,Individual
58523,14651,Truck,39.6,Hyundai,Kona Electric,2025,Municipal Utility
58524,10495,Pickup,96.1,Nissan,Ariya,2024,Taxi Operator
58525,22244,Hatchback,93.9,Skoda,Enyaq iV,2019,Taxi Operator
58526,16765,Hatchback,49.7,Hyundai,Kona Electric,2018,Ride-Sharing Partner
58527,10452,Minivan,99.6,BYD,Seal,2018,Individual
58528,22020,Sedan,87.4,Ford,Mustang Mach-E,2025,Corporate
58529,22522,SUV,45.1,Kia,EV6,2025,Government
58530,25807,Three-Wheeler,74.4,Citroën,ë-C3,2024,Ride-Sharing Partner
58531,19779,Convertible,32.3,Nissan,Ariya,2022,Corporate
58532,17846,Electric Bike,62.1,BMW,iX,2024,Taxi Operator
58533,22314,Electric Bike,43.9,Renault,ZOE,2024,Delivery Service
58534,11905,Compact SUV,69.1,BYD,Atto 3,2023,Educational Institution
58535,16664,Crossover,96.8,Ford,Mustang Mach-E,2021,Delivery Service
58536,24206,Electric Bike,75.3,BYD,e6,2020,Individual
58537,26915,Hatchback,78.7,BYD,e6,2021,Corporate
58538,14038,Van,41,Audi,Q4 e-tron,2020,Fleet
58539,24761,Minivan,74.1,Volkswagen,ID.3,2022,Government
58540,19984,Truck,36.5,Volvo,XC40 Recharge,2021,Individual
58541,13558,Truck,95.4,Renault,ZOE,2024,Ride-Sharing Partner
58542,13900,Convertible,40.1,Audi,e-tron,2024,Corporate
58543,23428,Electric Scooter,59.8,Tata,Punch EV,2019,Individual
58544,24518,Van,74.7,Mercedes-Benz,EQS,2025,Individual
58545,19668,Truck,81,Nissan,Leaf,2021,Delivery Service
58546,19269,Convertible,51.5,Tata,Tigor EV,2018,Fleet
58547,17087,Three-Wheeler,63.6,Jeep,Avenger EV,2018,Rental Agency
58548,21929,Van,81.2,Volkswagen,ID.4,2021,Delivery Service
58549,16001,Compact SUV,83.8,MG,ZS EV,2021,Educational Institution
58550,15239,Hatchback,63.1,Mercedes-Benz,EQS,2022,Corporate
58551,20068,Coupe,72.2,MG,ZS EV,2025,Educational Institution
58552,18285,Minivan,42.7,Hyundai,Ioniq 5,2024,Corporate
58553,23298,Coupe,67.7,Renault,ZOE,2022,Individual
58554,27967,Minivan,73.5,BMW,i7,2022,Delivery Service
58555,23043,Electric Bike,93.6,Skoda,Enyaq iV,2024,Ride-Sharing Partner
58556,12325,Van,93.3,Kia,Soul EV,2021,Ride-Sharing Partner
58557,22976,SUV,93.5,Mahindra,BE.05,2023,Delivery Service
58558,17428,Three-Wheeler,59.8,Renault,ZOE,2025,Delivery Service
58559,28496,Truck,76.9,Audi,Q4 e-tron,2020,Municipal Utility
58560,11412,Truck,49.8,Kia,EV6,2019,Rental Agency
58561,19866,Minivan,57.3,Mahindra,XUV400,2022,Educational Institution
58562,22432,Coupe,40.6,Citroën,ë-C3,2020,Municipal Utility
58563,26689,Convertible,41.9,Tata,Nexon EV,2023,Taxi Operator
58564,22242,Convertible,32,Tata,Tigor EV,2020,Rental Agency
58565,14176,SUV,36.1,Mercedes-Benz,EQS,2022,Ride-Sharing Partner
58566,26050,Three-Wheeler,31.6,Volvo,C40 Recharge,2018,Fleet
58567,15195,Minivan,68,Mahindra,BE.05,2023,Corporate
58568,11204,Coupe,56.5,Nissan,Leaf,2023,Fleet
58569,13485,Luxury Sedan,69.9,Hyundai,Ioniq 5,2021,Corporate
58570,29933,Van,51,Skoda,Enyaq iV,2023,Educational Institution
58571,21567,Convertible,65.5,BYD,Seal,2022,Rental Agency
58572,11215,Electric Scooter,53.7,Volvo,XC40 Recharge,2025,Fleet
58573,17367,Electric Scooter,59.7,Maruti Suzuki,Futuro-e,2021,Ride-Sharing Partner
58574,12160,Compact SUV,85.3,Citroën,ë-C3,2018,Government
58575,11348,Crossover,41.1,Tata,Tigor EV,2018,Educational Institution
58576,14345,Hatchback,96.8,Jeep,Avenger EV,2024,Municipal Utility
58577,23700,Convertible,56.6,Tata,Punch EV,2021,Corporate
58578,29675,Pickup,81.5,Honda,e,2018,Government
58579,15986,Luxury Sedan,83.9,Maruti Suzuki,eVX,2018,Government
58580,24787,Convertible,76.6,BMW,i7,2018,Taxi Operator
58581,24404,Minivan,91.5,Volkswagen,ID.3,2025,Delivery Service
58582,27126,Minivan,54.7,Kia,EV6,2021,Ride-Sharing Partner
58583,18683,Electric Bike,92.1,Audi,e-tron,2024,Ride-Sharing Partner
58584,10219,Pickup,87.4,Tesla,Model S,2019,Ride-Sharing Partner
58585,16573,Minivan,94.4,Skoda,Enyaq iV,2020,Delivery Service
58586,19893,Minivan,86.8,BMW,iX,2022,Taxi Operator
58587,18104,Coupe,76.8,Kia,Soul EV,2022,Government
58588,14152,Coupe,97.7,Skoda,Enyaq iV,2022,Educational Institution
58589,16151,Pickup,95.4,Citroën,ë-C3,2021,Educational Institution
58590,20274,Luxury Sedan,74.4,Mahindra,eVerito,2022,Delivery Service
58591,12595,Van,46.8,Audi,Q4 e-tron,2022,Corporate
58592,23040,Compact SUV,64.1,Volkswagen,ID.3,2021,Educational Institution
58593,25398,Luxury Sedan,70.1,Honda,Prologue,2020,Government
58594,26984,Crossover,85.3,BYD,Seal,2020,Taxi Operator
58595,23579,Convertible,60,MG,Comet EV,2021,Individual
